ds,y
2017-04-26,1
2017-04-26,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-27,0
2017-04-27,1
2017-04-27,0
2017-04-27,1
2017-04-27,1
2017-04-27,1
2017-04-27,0
2017-04-27,2
2017-04-27,1
2017-04-27,0
2017-04-27,0
2017-04-30,2
2017-04-27,0
2017-04-27,0
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,1
2017-09-18,2
2017-09-18,1
2017-09-20,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,0
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,0
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-17,1
2017-09-17,1
2017-09-19,1
2017-09-17,1
2017-09-17,1
2017-09-17,18
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-18,1
2017-09-18,1
2017-09-18,8
2017-09-18,0
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,2
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,1
2017-09-18,5
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,0
2017-09-18,4
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,2
2017-09-18,1
2017-09-18,1
2017-09-18,2
2017-09-18,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,2
2017-09-19,0
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,2
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,0
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,0
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,1
2017-09-19,0
2017-09-19,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,0
2017-09-20,1
2017-09-20,1
2017-09-20,2
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-20,6
2017-09-20,0
2017-09-20,1
2017-09-20,1
2017-09-20,1
2017-09-11,1
2017-09-11,2
2017-09-11,1
2017-09-11,3
2017-09-11,1
2017-09-11,0
2017-09-11,3
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,0
2017-09-11,1
2017-09-11,1
2017-09-11,0
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-11,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,2
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,0
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,1
2017-09-12,4
2017-09-12,4
2017-09-12,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,0
2017-09-13,5
2017-09-13,0
2017-09-13,2
2017-09-13,1
2017-09-13,2
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,0
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,0
2017-09-13,1
2017-09-13,1
2017-09-13,2
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,0
2017-09-13,1
2017-09-13,1
2017-09-13,1
2017-09-13,2
2017-09-13,1
2017-09-14,1
2017-09-14,1
2017-09-14,1
2017-07-31,2
2017-07-31,1
2017-07-31,0
2017-07-31,1
2017-07-31,0
2017-07-31,1
2017-07-31,28
2017-07-31,1
2017-07-31,0
2017-07-31,1
2017-07-31,3
2017-07-31,1
2017-07-31,1
2017-07-31,1
2017-07-31,1
2017-07-31,0
2017-07-31,1
2017-07-31,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,2
2017-08-01,1
2017-08-01,1
2017-08-01,4
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,2
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-03,0
2017-08-01,1
2017-08-01,3
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,6
2017-08-01,1
2017-08-01,1
2017-08-01,1
2017-08-01,3
2017-08-01,3
2017-08-01,1
2017-08-01,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,2
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,3
2017-08-02,1
2017-08-02,1
2017-08-02,0
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,2
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,2
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-02,1
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,0
2017-08-03,1
2017-08-03,0
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,1
2017-08-03,0
2017-08-03,0
2017-08-03,1
2017-08-07,1
2017-08-03,1
2017-08-03,1
2017-08-03,2
2017-08-03,1
2017-09-15,1
2017-09-16,1
2017-09-16,1
2017-09-16,0
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,2
2017-09-17,1
2017-09-17,0
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,2
2017-09-17,8
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,1
2017-09-17,3
2017-09-17,1
2017-09-17,1
2017-09-17,2
2017-09-17,1
2017-09-17,1
2017-09-17,2
2017-09-17,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,5
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,12
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-09-18,1
2017-09-18,1
2017-09-18,0
2017-12-21,2
2017-12-21,0
2017-12-21,0
2017-12-21,1
2017-12-21,1
2017-12-21,1
2017-12-21,0
2017-12-21,0
2017-12-21,0
2017-12-21,0
2017-12-21,1
2017-12-21,1
2017-12-21,0
2017-12-21,1
2017-12-21,0
2017-12-21,0
2017-12-21,2
2017-12-21,0
2017-12-21,1
2017-12-21,0
2017-12-21,0
2017-12-21,1
2017-12-21,0
2017-12-21,0
2017-12-21,0
2017-12-21,0
2017-12-21,1
2017-12-21,0
2018-03-07,0
2018-03-07,2
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,7
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,2
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,1
2018-03-07,0
2018-03-07,0
2018-03-07,1
2018-03-07,0
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,0
2018-03-08,2
2018-03-08,1
2018-03-08,8
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,0
2018-03-08,0
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,0
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,1
2018-03-08,4
2018-03-09,1
2018-03-10,1
2018-03-10,1
2018-03-10,1
2018-03-10,1
2018-03-10,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,0
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,2
2018-03-11,2
2018-03-11,2
2018-03-11,1
2018-03-11,1
2018-03-13,1
2018-03-11,3
2018-03-11,0
2018-03-11,2
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-11,1
2018-03-12,1
2018-03-12,0
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-12,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,0
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,0
2018-03-15,1
2018-03-15,3
2018-03-15,0
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-19,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-16,1
2018-03-16,1
2018-03-17,1
2018-03-17,1
2018-03-17,1
2018-03-18,2
2018-03-18,1
2018-03-18,1
2018-03-18,2
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,14
2018-03-18,1
2018-03-18,0
2018-03-18,0
2018-03-18,0
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,2
2018-03-18,0
2018-03-19,1
2018-03-19,0
2018-03-19,2
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,2
2018-03-19,1
2018-03-19,1
2018-03-19,0
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,0
2018-03-19,1
2018-03-19,1
2018-03-21,1
2018-03-19,1
2018-03-19,1
2018-03-19,0
2018-03-19,1
2018-03-20,1
2018-03-20,0
2018-03-20,1
2018-03-20,1
2018-03-14,0
2018-03-14,1
2018-03-14,1
2018-03-14,1
2018-03-14,1
2018-03-14,1
2018-03-14,1
2018-03-14,0
2018-03-14,0
2018-03-14,1
2018-03-14,2
2018-03-14,0
2018-03-14,1
2018-03-14,2
2018-03-18,1
2018-03-14,0
2018-03-14,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,0
2018-03-15,0
2018-03-15,2
2018-03-15,5
2018-03-15,1
2018-03-15,0
2018-03-15,0
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,2
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,1
2018-03-15,0
2018-03-15,7
2018-03-15,0
2018-03-15,1
2018-03-15,0
2018-03-15,1
2018-03-15,1
2018-03-16,0
2018-03-17,1
2018-03-17,1
2018-03-17,2
2018-03-17,0
2018-03-17,0
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,0
2018-03-18,0
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,0
2018-03-18,1
2018-03-18,1
2018-03-18,1
2018-03-18,0
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,0
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,2
2018-03-19,1
2018-03-19,1
2018-03-19,1
2018-03-19,1
2017-12-20,1
2017-12-20,1
2017-12-20,1
2017-12-20,0
2017-12-20,0
2017-12-20,0
2017-12-20,1
2017-12-20,0
2017-12-20,1
2017-12-20,3
2017-12-20,2
2017-12-20,1
2017-12-20,1
2017-12-20,1
2017-12-20,1
2017-12-20,0
2017-12-20,1
2017-12-20,1
2017-12-20,0
2017-12-20,0
2017-12-20,0
2017-12-20,0
2017-12-20,0
